9885	12463
9885	10777
9885	12226
4275	9885
9885	12224
9885	10774
4271	9885
6197	9885
4522	9885
4524	9885
9885	10827
7773	9885
4635	9885
4278	9885
8080	9885
9885	12227
9885	12229
9885	12225
1788	9885
9885	12250
9885	12223
9885	12228
4478	9885
9885	9925
9885	12249
9885	12252
11214	12244
9926	12244
9915	12244
4526	12244
6172	12244
8472	12245
9866	12245
11971	12245
11366	12245
12245	12656
12206	12245
9869	12245
7261	12245
4526	12245
9866	12236
4206	9866
9866	11647
9866	12224
9866	12225
9866	12223
6825	9866
9866	12226
2708	9866
9866	10418
9828	9866
9866	12227
9866	12229
9866	12228
9866	12422
3342	9866
9866	12250
9866	11650
9866	12234
9866	12233
9866	12243
5356	9866
9866	10845
9866	12249
9866	12252
9868	12646
6200	9868
1663	9868
7839	9868
9868	12226
9868	11151
9868	12224
9868	12225
4447	9868
9868	12223
9843	9868
7646	9868
2635	9868
9868	10055
5997	9868
9868	12210
8943	9868
9868	10826
4423	9868
9868	10827
5583	9868
9868	12267
2536	9868
9868	12645
9868	12803
9868	12268
5898	9868
4417	9868
9868	12909
9523	9868
9868	10858
9868	10279
2668	9868
2082	9868
4416	9868
8511	9868
9868	12227
9868	12229
9868	12228
5135	9868
3763	9868
5137	9868
8271	9868
4418	9868
6406	9868
9449	9868
9868	11392
5582	9868
9868	12807
9868	11160
9868	12241
9868	12408
9868	9896
7658	9868
9868	11775
7840	9868
9868	12207
9868	11814
9390	9868
9868	11851
9868	12217
9868	12218
9868	11152
1935	9868
9868	9911
9868	12249
9868	11150
9879	12241
9879	12224
9879	12226
9879	12227
9879	12225
9879	12229
9879	12223
9733	12712
2522	9733
2521	9733
9733	12711
9733	12710
9733	12708
9897	12249
5997	7682
7683	12151
7683	12153
7683	12154
7683	12156
5996	7683
2069	5546
2069	3711
2069	11278
2069	5551
2069	9366
2069	12634
2069	11251
2069	7849
2069	9383
2069	4294
2069	4539
2069	5657
2069	5491
2069	9539
2069	12952
2002	2069
2069	2649
2069	10795
2069	6902
8496	8896
8896	9162
8600	8896
8216	8896
3882	8896
8236	8896
8441	8896
5292	8896
8896	10909
8896	10655
4774	8896
1996	8896
8896	11072
7969	8896
2788	8896
1347	8896
6564	8896
1812	8896
4211	8896
8133	8896
3371	8896
2053	8896
8896	10366
2175	8896
2334	8896
2027	8896
8896	10136
2784	8896
2785	8896
8896	11480
3817	8896
1509	8896
8896	9465
3089	8896
7701	8896
8896	9157
8896	11908
1899	8896
4848	8896
8647	8896
8896	8956
8896	12203
6668	8896
7488	8896
2866	8896
8896	9114
2640	8896
4293	8896
1366	8896
8201	8896
4032	8896
5113	8896
7999	8896
1429	8896
2308	8896
8896	10304
4297	8896
5710	8896
1304	8896
8896	10199
5249	8896
5565	8896
4208	8896
8896	10196
8690	8896
4134	8896
4180	8896
1527	8896
2054	8896
8896	12554
4683	8896
8896	9544
8896	9035
8896	9033
7149	8896
3237	8896
4443	8896
8896	9155
4312	8896
8896	10092
6669	8896
4279	8896
5923	8896
8640	8896
8896	12888
8896	9711
6092	8896
3790	8896
8896	9300
8896	9302
5454	8896
8244	8896
3056	8896
7967	8896
7985	8896
8896	11386
2052	8896
1501	8896
8895	9511
1959	6288
1959	8216
1789	1959
1248	1959
1959	4335
1959	8230
1959	2232
1959	12712
1959	5925
1959	10137
1959	2967
1959	7315
1959	9280
1959	5318
1948	1959
1959	7840
1237	1959
1959	7711
1959	3923
1959	7546
1959	10638
1959	5921
1959	8435
1561	1959
1959	11876
1935	1959
1959	4297
1959	1996
1959	3938
1959	8309
1959	2169
1959	7395
1959	9263
1959	6564
1959	5166
1959	12218
1959	10199
7755	7756
7755	8408
7755	9224
7755	8610
3261	7755
7755	12340
7755	8935
7755	11341
7755	11089
7755	10860
7755	10425
7755	7835
7755	12709
5735	7755
7755	10070
7755	9921
2271	7755
2272	7755
2273	7755
7755	11168
7755	10866
7755	10864
7755	10063
4306	7755
4305	7755
4304	7755
7755	12343
5736	7755
5415	7755
10147	13015
11793	13015
7150	7921
4335	7921
7921	8874
5873	7921
3325	7921
7921	10575
3337	7921
3330	7921
7921	9140
6649	7921
2548	8009
2548	5552
2541	2548
2548	5556
2548	5056
2548	2558
2548	2557
2548	11289
1970	2548
2548	5551
11009	12712
7145	13014
12579	13014
5522	13014
2556	8009
2556	5551
2502	2556
2556	5056
2556	2558
2556	2557
2556	9727
3716	12750
4704	12750
9691	12750
2070	12750
7185	12753
7184	12753
7177	12753
7176	12753
7179	12753
7181	12753
7180	12753
7183	12753
7182	12753
7163	12753
7189	12753
7188	12753
7191	12753
7192	12753
12712	12753
2935	12753
7166	12753
7168	12753
7170	12753
7171	12753
7172	12753
7173	12753
7175	12753
7186	12753
8954	12753
8955	12753
11511	12753
2751	12753
2951	12753
5590	12753
10242	12753
9513	9873
9873	12227
9873	12226
9873	12224
9873	12225
9873	12229
9873	12223
9873	11111
8510	9873
9873	12252
5996	12755
11077	12754
6584	12754
4517	12754
3711	10998
4983	10998
9713	10998
4540	10998
3577	10998
7510	10998
5908	10998
6717	10998
6714	10998
10529	10998
9869	12063
9869	10779
9869	10780
9869	12224
9869	12225
9869	10775
9869	10776
9869	10827
2094	9869
9869	12232
9869	12226
9869	12227
3459	9869
9869	12228
9869	12229
9869	12250
9869	12223
9869	12234
9869	12237
9869	12240
9869	11793
9869	12252
9869	10575
8293	12756
12709	12756
9936	12756
2913	5373
4968	5373
5373	11031
5373	6997
5373	6999
5373	9588
4007	5373
3243	5373
3168	5373
2569	5373
2541	5373
5373	7844
5373	7628
5373	5378
5373	11607
3577	5373
5373	5379
3932	5373
4130	5373
4407	5373
5373	10947
5373	8825
4439	5373
5373	9172
5373	9169
5373	9087
5373	9173
5373	8817
5373	11297
3927	5373
1360	5373
5373	10066
5373	7716
5373	6838
1546	5373
4077	5373
5373	5375
5373	5374
5373	5377
5373	6094
3895	12370
3895	8740
3895	10775
3895	10776
3896	10809
2291	3896
1349	3896
3896	12218
3896	5622
3896	11110
3896	7895
3896	6402
1736	3896
3896	8204
3896	4387
3577	3896
3896	9227
3896	11789
3896	7034
3896	12677
3896	12678
3896	12712
3896	10862
3896	7005
3896	6281
1798	3896
3896	9223
3896	11783
3896	5430
1545	3896
1254	3896
3896	5729
3896	11537
1831	3896
3896	7010
3896	7257
3896	5732
3896	11860
3896	8483
3896	12666
3896	9194
3896	10425
3896	11922
3896	12634
3896	5565
3896	7214
3896	8954
3896	10849
3896	10861
3896	9182
3896	11069
3896	9727
3896	12234
3896	11168
3793	3896
3261	3896
3896	5118
3896	11427
3896	4268
3896	5486
3896	12823
3896	5119
3896	8754
3896	6914
3896	7096
3896	4506
3896	6081
3896	8665
8483	11479
11479	12116
8007	11479
10773	11479
11479	12573
11479	12402
11479	12277
11479	11511
1907	11479
5317	11479
1906	11479
3538	11479
5546	8195
8193	8195
8178	8195
1500	8195
8195	12414
7362	8195
8195	11835
7904	8195
8195	11834
8190	8195
8185	8195
8195	9412
8195	11915
8195	8204
8195	9456
6566	8195
8195	9551
8195	10791
4384	8195
8043	8195
5744	8195
8195	8411
1740	8195
6151	8195
3466	8195
8195	11900
12258	12663
3771	12663
10788	12663
9536	12663
11250	12663
11488	12663
5435	12663
4444	12663
5486	12663
10774	12663
1249	12663
3044	12663
2135	12663
3070	12663
12218	12663
3772	12663
9537	12663
6880	12663
8240	12663
12663	12952
10790	10943
10789	10943
10943	11438
5859	10943
1978	10943
10943	11888
7761	10943
5530	10943
7666	10943
9600	10943
10943	11872
4012	10943
10943	11250
1817	10943
4244	10943
8662	10943
2446	10943
5068	10943
2291	10943
2292	10943
3802	10943
10504	10943
10943	10947
10943	10948
4481	10943
8599	10943
10943	12397
6689	10943
5073	10943
5071	10943
9182	10943
5070	10943
6982	10943
9905	10943
10943	11287
1979	10943
9640	10943
1507	10943
3811	10943
5356	10943
10943	12218
3560	10943
9920	10943
8291	10943
10577	10943
3498	10943
5617	10943
3483	10943
3080	10943
10943	11237
10927	10943
4482	10943
6281	10943
5430	10943
10424	10943
8085	10943
10348	10943
1246	10943
9539	10943
7280	10943
8409	10943
5777	10943
9013	10943
10435	10943
10943	11162
10943	11363
4386	10943
10943	11357
9276	10943
4478	10943
10943	11427
5725	10943
2505	10943
7196	10943
1788	10943
7197	10943
2752	10943
3466	10943
5546	10943
5550	10943
5549	10943
10943	12713
5551	10943
10777	10943
10775	10943
10776	10943
7035	10943
9726	10943
1292	10943
2649	10943
7778	10943
7777	10943
4520	10943
4084	10943
10580	10943
10943	12723
10165	10943
8077	10943
8894	10943
7894	10943
7895	10943
10943	11047
10943	11055
9650	10943
7161	10943
10142	10943
5702	10943
2196	10943
4479	10943
4384	10943
9727	10943
2613	10943
6450	10943
1893	10943
6783	10943
10941	10943
10943	11053
2936	10943
10943	11052
2941	10943
7944	10943
9036	10943
5846	10943
5009	10943
7607	10943
2178	10943
7907	10943
7906	10943
7905	10943
4319	10943
8623	10943
10785	10943
2984	10943
6500	10943
2746	10943
7664	10943
5532	10943
2745	10943
10943	11370
7719	10943
4983	10943
9637	10943
6510	10943
6508	10943
8651	10943
7518	10943
9301	10943
10546	10943
10943	12474
4483	10943
10943	12744
10943	12745
7295	10943
9741	10943
9178	10943
8075	10943
8693	10943
9064	10943
4164	10943
4163	10943
4162	10943
8242	10943
3563	10943
10943	11669
8926	10943
9418	10943
7768	10943
3736	10943
5894	10943
2189	10943
8996	10943
9625	12662
4442	12662
7496	12662
2000	12662
4445	12662
4447	12662
9182	12662
2065	12662
12550	12662
5432	12662
3563	12662
4281	12662
4895	12662
5317	12662
3772	12662
3606	12662
7497	12662
5435	12662
8169	12662
4384	12662
12234	12662
